ID,Activity,Category,Created At,Data Revision,Metadata,Productivity,Refer Date,Seconds,Source Group,Source Name,Source Type,Technical ID,Time End,Time Offset,Time Start,Updated At
32394508,Slack,Instant Message,2019-08-03T03:48:41.971+03:00,1,{},0,03-08-19,554,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Instant Message,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:41.971+03:00
32394501,welltory.atlassian.net,Writing,2019-08-03T03:48:41.535+03:00,1,{},2,03-08-19,675,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Writing,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:41.535+03:00
32394498,telegram,Instant Message,2019-08-03T03:48:41.427+03:00,1,{},0,03-08-19,712,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T17:00:00-Instant Message,2019-08-02T20:00:00.000+03:00,0,2019-08-02T20:00:00.000+03:00,2019-08-03T03:48:41.427+03:00
32394490,exis,Uncategorized,2019-08-03T03:48:41.380+03:00,1,{},0,03-08-19,4,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Uncategorized,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:41.380+03:00
32394482,exist.io,Health & Medicine,2019-08-03T03:48:41.332+03:00,1,{},1,03-08-19,5,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Health & Medicine,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:41.333+03:00
32394473,apps.apple.com,Engineering & Technology,2019-08-03T03:48:41.274+03:00,1,{},1,03-08-19,5,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Engineering & Technology,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:41.274+03:00
32394465,Google Chrome,Browsers,2019-08-03T03:48:41.228+03:00,1,{},0,03-08-19,12,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Browsers,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:41.228+03:00
32394459,google.com,Search,2019-08-03T03:48:41.192+03:00,1,{},0,03-08-19,18,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Search,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:41.192+03:00
32394455,Windows Explorer,General Utilities,2019-08-03T03:48:41.150+03:00,1,{},1,03-08-19,20,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-General Utilities,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:41.150+03:00
32394449,yadi.sk,File Sharing,2019-08-03T03:48:40.923+03:00,1,{},0,03-08-19,21,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-File Sharing,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:40.923+03:00
32394441,welltory.1password.com,Accounting,2019-08-03T03:48:40.856+03:00,1,{},0,03-08-19,24,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Accounting,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:40.856+03:00
32394434,betterme.world,Uncategorized,2019-08-03T03:48:40.768+03:00,1,{},0,03-08-19,54,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Uncategorized,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:40.768+03:00
32394430,metabase.welltory.com,Health & Medicine,2019-08-03T03:48:40.728+03:00,1,{},1,03-08-19,59,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Health & Medicine,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:40.728+03:00
32394423,business.facebook.com,Marketing,2019-08-03T03:48:40.695+03:00,1,{},2,03-08-19,67,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Marketing,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:40.695+03:00
32394418,flaskapp.com,Uncategorized,2019-08-03T03:48:40.652+03:00,1,{},0,03-08-19,69,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Uncategorized,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:40.652+03:00
32394412,shutterstock.com,Presentation,2019-08-03T03:48:40.607+03:00,1,{},2,03-08-19,286,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Presentation,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:40.607+03:00
32394407,telegram,Instant Message,2019-08-03T03:48:40.572+03:00,1,{},0,03-08-19,312,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Instant Message,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:40.572+03:00
32394401,welltory.atlassian.net,Writing,2019-08-03T03:48:40.530+03:00,1,{},2,03-08-19,652,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Writing,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:40.530+03:00
32394395,Zoom,Voice Chat,2019-08-03T03:48:40.498+03:00,1,{},0,03-08-19,787,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Voice Chat,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:40.498+03:00
32394393,Slack,Instant Message,2019-08-03T03:48:40.466+03:00,1,{},0,03-08-19,1183,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T16:00:00-Instant Message,2019-08-02T19:00:00.000+03:00,0,2019-08-02T19:00:00.000+03:00,2019-08-03T03:48:40.466+03:00
32394387,Google Spreadsheets,General Business,2019-08-03T03:48:40.436+03:00,1,{},2,03-08-19,5,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-General Business,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:40.436+03:00
32394383,Google Chrome,Browsers,2019-08-03T03:48:40.404+03:00,1,{},0,03-08-19,6,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-Browsers,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:40.404+03:00
32394376,google.com,Search,2019-08-03T03:48:40.339+03:00,1,{},0,03-08-19,7,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-Search,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:40.339+03:00
32394369,yadi.sk,File Sharing,2019-08-03T03:48:40.292+03:00,1,{},0,03-08-19,8,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-File Sharing,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:40.292+03:00
32394363,Calculator,General Utilities,2019-08-03T03:48:40.253+03:00,1,{},1,03-08-19,8,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-General Utilities,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:40.253+03:00
32394354,jing,Presentation,2019-08-03T03:48:40.184+03:00,1,{},2,03-08-19,9,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-Presentation,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:40.184+03:00
32394346,help.phraseapp.com,General Software Development,2019-08-03T03:48:40.115+03:00,1,{},2,03-08-19,9,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-General Software Development,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:40.115+03:00
32394343,Windows Explorer,General Utilities,2019-08-03T03:48:40.083+03:00,1,{},1,03-08-19,24,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-General Utilities,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:40.083+03:00
32394338,metabase.welltory.com,Health & Medicine,2019-08-03T03:48:40.038+03:00,1,{},1,03-08-19,39,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-Health & Medicine,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:40.038+03:00
32394331,asana.welltory.com,Health & Medicine,2019-08-03T03:48:39.994+03:00,1,{},1,03-08-19,49,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-Health & Medicine,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:39.994+03:00
32394325,business.facebook.com,Marketing,2019-08-03T03:48:39.933+03:00,1,{},2,03-08-19,73,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-Marketing,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:39.933+03:00
32394319,telegram,Instant Message,2019-08-03T03:48:39.884+03:00,1,{},0,03-08-19,114,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-Instant Message,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:39.884+03:00
32394313,facebook.com,General Social Networking,2019-08-03T03:48:39.809+03:00,1,{},0,03-08-19,191,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-General Social Networking,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:39.809+03:00
32394307,asana.com,General Reference & Learning,2019-08-03T03:48:39.746+03:00,1,{},1,03-08-19,276,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-General Reference & Learning,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:39.746+03:00
32394300,app.asana.com,Project Management,2019-08-03T03:48:39.695+03:00,1,{},2,03-08-19,302,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-Project Management,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:39.695+03:00
32394294,welltory.atlassian.net,Writing,2019-08-03T03:48:39.646+03:00,1,{},2,03-08-19,677,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-Writing,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:39.646+03:00
32394290,Zoom,Voice Chat,2019-08-03T03:48:39.594+03:00,1,{},0,03-08-19,724,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-Voice Chat,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:39.594+03:00
32394285,Slack,Instant Message,2019-08-03T03:48:39.543+03:00,1,{},0,03-08-19,1062,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T15:00:00-Instant Message,2019-08-02T18:00:00.000+03:00,0,2019-08-02T18:00:00.000+03:00,2019-08-03T03:48:39.543+03:00
32394281,system idle process,Other,2019-08-03T03:48:39.505+03:00,1,{},0,03-08-19,1,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T14:00:00-Other,2019-08-02T17:00:00.000+03:00,0,2019-08-02T17:00:00.000+03:00,2019-08-03T03:48:39.505+03:00
32394276,asana.com,General Reference & Learning,2019-08-03T03:48:39.450+03:00,1,{},1,03-08-19,2,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T14:00:00-General Reference & Learning,2019-08-02T17:00:00.000+03:00,0,2019-08-02T17:00:00.000+03:00,2019-08-03T03:48:39.450+03:00
32394271,Windows Explorer,General Utilities,2019-08-03T03:48:39.419+03:00,1,{},1,03-08-19,2,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T14:00:00-General Utilities,2019-08-02T17:00:00.000+03:00,0,2019-08-02T17:00:00.000+03:00,2019-08-03T03:48:39.419+03:00
32394266,welltory.atlassian.net,Writing,2019-08-03T03:48:39.388+03:00,1,{},2,03-08-19,56,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T14:00:00-Writing,2019-08-02T17:00:00.000+03:00,0,2019-08-02T17:00:00.000+03:00,2019-08-03T03:48:39.388+03:00
32394260,app.asana.com,Project Management,2019-08-03T03:48:39.334+03:00,1,{},2,03-08-19,75,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T14:00:00-Project Management,2019-08-02T17:00:00.000+03:00,0,2019-08-02T17:00:00.000+03:00,2019-08-03T03:48:39.335+03:00
32394254,telegram,Instant Message,2019-08-03T03:48:39.304+03:00,1,{},0,03-08-19,76,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T14:00:00-Instant Message,2019-08-02T17:00:00.000+03:00,0,2019-08-02T17:00:00.000+03:00,2019-08-03T03:48:39.304+03:00
32394249,metabase.welltory.com,Health & Medicine,2019-08-03T03:48:39.262+03:00,1,{},1,03-08-19,97,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T14:00:00-Health & Medicine,2019-08-02T17:00:00.000+03:00,0,2019-08-02T17:00:00.000+03:00,2019-08-03T03:48:39.262+03:00
32394245,facebook.com,General Social Networking,2019-08-03T03:48:39.216+03:00,1,{},0,03-08-19,157,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T14:00:00-General Social Networking,2019-08-02T17:00:00.000+03:00,0,2019-08-02T17:00:00.000+03:00,2019-08-03T03:48:39.216+03:00
32394241,business.facebook.com,Marketing,2019-08-03T03:48:39.183+03:00,1,{},2,03-08-19,339,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T14:00:00-Marketing,2019-08-02T17:00:00.000+03:00,0,2019-08-02T17:00:00.000+03:00,2019-08-03T03:48:39.183+03:00
32394236,Slack,Instant Message,2019-08-03T03:48:39.145+03:00,1,{},0,03-08-19,351,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T14:00:00-Instant Message,2019-08-02T17:00:00.000+03:00,0,2019-08-02T17:00:00.000+03:00,2019-08-03T03:48:39.145+03:00
32394232,system idle process,Other,2019-08-03T03:48:39.107+03:00,1,{},0,03-08-19,2,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-Other,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:39.107+03:00
32394227,Google Chrome,Browsers,2019-08-03T03:48:39.044+03:00,1,{},0,03-08-19,6,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-Browsers,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:39.044+03:00
32394221,youtube.com,Video,2019-08-03T03:48:38.978+03:00,1,{},0,03-08-19,7,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-Video,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:38.978+03:00
32394214,telegram,Instant Message,2019-08-03T03:48:38.924+03:00,1,{},0,03-08-19,9,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-Instant Message,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:38.924+03:00
32394208,google.com,Search,2019-08-03T03:48:38.878+03:00,1,{},0,03-08-19,10,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-Search,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:38.878+03:00
32394201,facebook.com,General Social Networking,2019-08-03T03:48:38.833+03:00,1,{},0,03-08-19,10,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-General Social Networking,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:38.833+03:00
32394196,Windows Explorer,General Utilities,2019-08-03T03:48:38.795+03:00,1,{},1,03-08-19,11,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-General Utilities,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:38.795+03:00
32394191,figma.com,General Design & Composition,2019-08-03T03:48:38.715+03:00,1,{},2,03-08-19,25,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-General Design & Composition,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:38.715+03:00
32394185,Zoom,Voice Chat,2019-08-03T03:48:38.676+03:00,1,{},0,03-08-19,26,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-Voice Chat,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:38.676+03:00
32394179,app.asana.com,Project Management,2019-08-03T03:48:38.618+03:00,1,{},2,03-08-19,84,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-Project Management,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:38.618+03:00
32394173,confluence.atlassian.com,Search,2019-08-03T03:48:38.575+03:00,1,{},0,03-08-19,105,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-Search,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:38.575+03:00
32394168,business.facebook.com,Marketing,2019-08-03T03:48:38.540+03:00,1,{},2,03-08-19,196,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T13:00:00-Marketing,2019-08-02T16:00:00.000+03:00,0,2019-08-02T16:00:00.000+03:00,2019-08-03T03:48:38.540+03:00
32393951,goodhouse.ru,Uncategorized,2019-08-03T03:48:36.242+03:00,1,{},0,03-08-19,5,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-Uncategorized,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:36.242+03:00
32393948,metabase.welltory.com,Health & Medicine,2019-08-03T03:48:36.187+03:00,1,{},1,03-08-19,7,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-Health & Medicine,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:36.187+03:00
32393941,pass.rzd.ru,General Shopping,2019-08-03T03:48:36.137+03:00,1,{},-2,03-08-19,8,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-General Shopping,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:36.137+03:00
32393936,Gmail,Email,2019-08-03T03:48:36.085+03:00,1,{},1,03-08-19,16,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-Email,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:36.085+03:00
32393933,rzd.ru,Travel & Outdoors,2019-08-03T03:48:36.054+03:00,1,{},-2,03-08-19,17,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-Travel & Outdoors,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:36.054+03:00
32393929,ru.wikipedia.org,General Reference & Learning,2019-08-03T03:48:36.012+03:00,1,{},1,03-08-19,22,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-General Reference & Learning,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:36.012+03:00
32393922,ncbi.nlm.nih.gov,Engineering & Technology,2019-08-03T03:48:35.962+03:00,1,{},1,03-08-19,26,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-Engineering & Technology,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:35.962+03:00
32393917,google.com,Search,2019-08-03T03:48:35.916+03:00,1,{},0,03-08-19,31,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-Search,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:35.917+03:00
32393909,app.asana.com,Project Management,2019-08-03T03:48:35.855+03:00,1,{},2,03-08-19,39,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-Project Management,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:35.855+03:00
32393903,Google Chrome,Browsers,2019-08-03T03:48:35.811+03:00,1,{},0,03-08-19,42,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-Browsers,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:35.811+03:00
32393899,Google Spreadsheets,General Business,2019-08-03T03:48:35.699+03:00,1,{},2,03-08-19,45,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-General Business,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:35.699+03:00
32393893,welltory.atlassian.net,Writing,2019-08-03T03:48:35.658+03:00,1,{},2,03-08-19,101,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-Writing,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:35.658+03:00
32393888,business.facebook.com,Marketing,2019-08-03T03:48:35.610+03:00,1,{},2,03-08-19,113,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-Marketing,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:35.610+03:00
32393883,facebook.com,General Social Networking,2019-08-03T03:48:35.559+03:00,1,{},0,03-08-19,203,RescueTime,RescueTime,api,3fc287b0fd82918951948c92fe0d2ea7ab866e731362acdba0bb3c1c12aaae16-2019-08-02T10:00:00-General Social Networking,2019-08-02T13:00:00.000+03:00,0,2019-08-02T13:00:00.000+03:00,2019-08-03T03:48:35.559+03:00
